Territory X Date,target
Mauritania X 06/05/20,2
Mauritania X 06/06/20,2
Mauritania X 06/07/20,2
Mauritius X 03/06/20,0
Mauritius X 03/07/20,0
Mauritius X 03/08/20,0
Mauritius X 03/09/20,0
Mauritius X 03/10/20,0
Mauritius X 03/11/20,0
Mauritius X 03/12/20,0
Mauritius X 03/13/20,0
Mauritius X 03/14/20,0
Mauritius X 03/15/20,0
Mauritius X 03/16/20,0
Mauritius X 03/17/20,0
Mauritius X 03/18/20,0
Mauritius X 03/19/20,0
Mauritius X 03/20/20,0
Mauritius X 03/21/20,0
Mauritius X 03/22/20,2
Mauritius X 03/23/20,3
Mauritius X 03/24/20,3
Mauritius X 03/25/20,3
Mauritius X 03/26/20,3
Mauritius X 03/27/20,3
Mauritius X 03/28/20,3
Mauritius X 03/29/20,3
Mauritius X 03/30/20,4
Mauritius X 03/31/20,4
Mauritius X 04/01/20,6
Mauritius X 04/02/20,7
Mauritius X 04/03/20,8
Mauritius X 04/04/20,8
Mauritius X 04/05/20,8
Mauritius X 04/06/20,8
Mauritius X 04/07/20,8
Mauritius X 04/08/20,8
Mauritius X 04/09/20,7
Mauritius X 04/10/20,7
Mauritius X 04/11/20,10
Mauritius X 04/12/20,10
Mauritius X 04/13/20,10
Mauritius X 04/14/20,10
Mauritius X 04/15/20,9
Mauritius X 04/16/20,10
Mauritius X 04/17/20,10
Mauritius X 04/18/20,9
Mauritius X 04/19/20,9
Mauritius X 04/20/20,10
Mauritius X 04/21/20,10
Mauritius X 04/22/20,10
Mauritius X 04/23/20,10
Mauritius X 04/24/20,10
Mauritius X 04/25/20,10
Mauritius X 04/26/20,9
Mauritius X 04/27/20,10
Mauritius X 04/28/20,11
Mauritius X 04/29/20,11
Mauritius X 04/30/20,10
Mauritius X 05/01/20,11
Mauritius X 05/02/20,11
Mauritius X 05/03/20,11
Mauritius X 05/04/20,11
Mauritius X 05/05/20,11
Mauritius X 05/06/20,10
Mauritius X 05/07/20,10
Mauritius X 05/08/20,10
Mauritius X 05/09/20,10
Mauritius X 05/10/20,10
Mauritius X 05/11/20,10
Mauritius X 05/12/20,10
Mauritius X 05/13/20,10
Mauritius X 05/14/20,10
Mauritius X 05/15/20,10
Mauritius X 05/16/20,11
Mauritius X 05/17/20,11
Mauritius X 05/18/20,11
Mauritius X 05/19/20,11
Mauritius X 05/20/20,11
Mauritius X 05/21/20,11
Mauritius X 05/22/20,11
Mauritius X 05/23/20,11
Mauritius X 05/24/20,12
Mauritius X 05/25/20,12
Mauritius X 05/26/20,13
Mauritius X 05/27/20,13
Mauritius X 05/28/20,14
Mauritius X 05/29/20,14
Mauritius X 05/30/20,14
Mauritius X 05/31/20,14
Mauritius X 06/01/20,14
Mauritius X 06/02/20,14
Mauritius X 06/03/20,14
Mauritius X 06/04/20,14
Mauritius X 06/05/20,15
Mauritius X 06/06/20,15
Mauritius X 06/07/20,15
Mayotte X 03/06/20,0
Mayotte X 03/07/20,0
Mayotte X 03/08/20,0
Mayotte X 03/09/20,0
Mayotte X 03/10/20,0
Mayotte X 03/11/20,0
Mayotte X 03/12/20,0
Mayotte X 03/13/20,0
Mayotte X 03/14/20,0
Mayotte X 03/15/20,0
Mayotte X 03/16/20,0
Mayotte X 03/17/20,0
Mayotte X 03/18/20,0
Mayotte X 03/19/20,0
Mayotte X 03/20/20,0
Mayotte X 03/21/20,0
Mayotte X 03/22/20,0
Mayotte X 03/23/20,0
Mayotte X 03/24/20,0
Mayotte X 03/25/20,0
Mayotte X 03/26/20,0
Mayotte X 03/27/20,0
Mayotte X 03/28/20,0
Mayotte X 03/29/20,0
Mayotte X 03/30/20,0
Mayotte X 03/31/20,0
Mayotte X 04/01/20,2
Mayotte X 04/02/20,2
Mayotte X 04/03/20,2
Mayotte X 04/04/20,3
Mayotte X 04/05/20,3
Mayotte X 04/06/20,3
Mayotte X 04/07/20,3
Mayotte X 04/08/20,3
Mayotte X 04/09/20,3
Mayotte X 04/10/20,3
Mayotte X 04/11/20,3
Mayotte X 04/12/20,4
Mayotte X 04/13/20,4
Mayotte X 04/14/20,4
Mayotte X 04/15/20,4
Mayotte X 04/16/20,4
Mayotte X 04/17/20,4
Mayotte X 04/18/20,5
Mayotte X 04/19/20,5
Mayotte X 04/20/20,5
Mayotte X 04/21/20,5
Mayotte X 04/22/20,5
Mayotte X 04/23/20,5
Mayotte X 04/24/20,5
Mayotte X 04/25/20,5
Mayotte X 04/26/20,5
Mayotte X 04/27/20,5
Mayotte X 04/28/20,4
Mayotte X 04/29/20,5
Mayotte X 04/30/20,5
Mayotte X 05/01/20,4
Mayotte X 05/02/20,5
Mayotte X 05/03/20,5
Mayotte X 05/04/20,7
Mayotte X 05/05/20,7
Mayotte X 05/06/20,10
Mayotte X 05/07/20,10
Mayotte X 05/08/20,11
Mayotte X 05/09/20,11
Mayotte X 05/10/20,12
Mayotte X 05/11/20,13
Mayotte X 05/12/20,14
Mayotte X 05/13/20,15
Mayotte X 05/14/20,16
Mayotte X 05/15/20,16
Mayotte X 05/16/20,17
Mayotte X 05/17/20,19
Mayotte X 05/18/20,20
Mayotte X 05/19/20,21
Mayotte X 05/20/20,23
Mayotte X 05/21/20,24
Mayotte X 05/22/20,26
Mayotte X 05/23/20,28
Mayotte X 05/24/20,30
Mayotte X 05/25/20,31
Mayotte X 05/26/20,35
Mayotte X 05/27/20,37
Mayotte X 05/28/20,40
Mayotte X 05/29/20,44
Mayotte X 05/30/20,46
Mayotte X 05/31/20,48
Mayotte X 06/01/20,51
Mayotte X 06/02/20,53
Mayotte X 06/03/20,57
Mayotte X 06/04/20,60
Mayotte X 06/05/20,63
Mayotte X 06/06/20,69
Mayotte X 06/07/20,73
Mexico X 03/06/20,0
Mexico X 03/07/20,0
Mexico X 03/08/20,0
Mexico X 03/09/20,0
Mexico X 03/10/20,0
Mexico X 03/11/20,0
Mexico X 03/12/20,0
Mexico X 03/13/20,0
Mexico X 03/14/20,0
Mexico X 03/15/20,0
Mexico X 03/16/20,0
Mexico X 03/17/20,0
Mexico X 03/18/20,0
Mexico X 03/19/20,0
Mexico X 03/20/20,3
Mexico X 03/21/20,4
Mexico X 03/22/20,3
Mexico X 03/23/20,4
Mexico X 03/24/20,6
Mexico X 03/25/20,7
Mexico X 03/26/20,8
Mexico X 03/27/20,10
Mexico X 03/28/20,15
Mexico X 03/29/20,19
Mexico X 03/30/20,24
Mexico X 03/31/20,33
Mexico X 04/01/20,34
Mexico X 04/02/20,43
Mexico X 04/03/20,57
Mexico X 04/04/20,68
Mexico X 04/05/20,90
Mexico X 04/06/20,106
Mexico X 04/07/20,141
Mexico X 04/08/20,158
Mexico X 04/09/20,195
Mexico X 04/10/20,217
Mexico X 04/11/20,260
Mexico X 04/12/20,304
Mexico X 04/13/20,329
Mexico X 04/14/20,368
Mexico X 04/15/20,450
Mexico X 04/16/20,493
Mexico X 04/17/20,534
Mexico X 04/18/20,604
Mexico X 04/19/20,714
Mexico X 04/20/20,753
Mexico X 04/21/20,780
Mexico X 04/22/20,941
Mexico X 04/23/20,1061
Mexico X 04/24/20,1162
Mexico X 04/25/20,1331
Mexico X 04/26/20,1423
Mexico X 04/27/20,1457
Mexico X 04/28/20,1577
Mexico X 04/29/20,1697
Mexico X 04/30/20,1859
Mexico X 05/01/20,2013
Mexico X 05/02/20,2104
Mexico X 05/03/20,2222
Mexico X 05/04/20,2265
Mexico X 05/05/20,2461
Mexico X 05/06/20,2659
Mexico X 05/07/20,2936
Mexico X 05/08/20,3121
Mexico X 05/09/20,3332
Mexico X 05/10/20,3641
Mexico X 05/11/20,3935
Mexico X 05/12/20,4121
Mexico X 05/13/20,4468
Mexico X 05/14/20,4890
Mexico X 05/15/20,5272
Mexico X 05/16/20,5533
Mexico X 05/17/20,6121
Mexico X 05/18/20,6812
Mexico X 05/19/20,7112
Mexico X 05/20/20,7612
Mexico X 05/21/20,8255
Mexico X 05/22/20,8792
Mexico X 05/23/20,9690
Mexico X 05/24/20,10842
Mexico X 05/25/20,11988
Mexico X 05/26/20,13024
Mexico X 05/27/20,14124
Mexico X 05/28/20,15539
Mexico X 05/29/20,17157
Mexico X 05/30/20,19090
Mexico X 05/31/20,21181
Mexico X 06/01/20,23470
Mexico X 06/02/20,25455
Mexico X 06/03/20,27924
Mexico X 06/04/20,30470
Mexico X 06/05/20,33585
Mexico X 06/06/20,36927
Mexico X 06/07/20,40158
Micronesia (Federated States of) X 03/06/20,0
Micronesia (Federated States of) X 03/07/20,0
Micronesia (Federated States of) X 03/08/20,0
Micronesia (Federated States of) X 03/09/20,0
Micronesia (Federated States of) X 03/10/20,0
Micronesia (Federated States of) X 03/11/20,0
Micronesia (Federated States of) X 03/12/20,0
Micronesia (Federated States of) X 03/13/20,0
Micronesia (Federated States of) X 03/14/20,0
Micronesia (Federated States of) X 03/15/20,0
Micronesia (Federated States of) X 03/16/20,0
Micronesia (Federated States of) X 03/17/20,0
Micronesia (Federated States of) X 03/18/20,0
Micronesia (Federated States of) X 03/19/20,0
Micronesia (Federated States of) X 03/20/20,0
Micronesia (Federated States of) X 03/21/20,0
Micronesia (Federated States of) X 03/22/20,0
Micronesia (Federated States of) X 03/23/20,0
Micronesia (Federated States of) X 03/24/20,0
Micronesia (Federated States of) X 03/25/20,0
Micronesia (Federated States of) X 03/26/20,0
Micronesia (Federated States of) X 03/27/20,0
Micronesia (Federated States of) X 03/28/20,0
Micronesia (Federated States of) X 03/29/20,0
Micronesia (Federated States of) X 03/30/20,0
Micronesia (Federated States of) X 03/31/20,0
Micronesia (Federated States of) X 04/01/20,0
Micronesia (Federated States of) X 04/02/20,0
Micronesia (Federated States of) X 04/03/20,0
Micronesia (Federated States of) X 04/04/20,0
Micronesia (Federated States of) X 04/05/20,0
Micronesia (Federated States of) X 04/06/20,0
Micronesia (Federated States of) X 04/07/20,0
Micronesia (Federated States of) X 04/08/20,0
Micronesia (Federated States of) X 04/09/20,0
Micronesia (Federated States of) X 04/10/20,0
Micronesia (Federated States of) X 04/11/20,0
Micronesia (Federated States of) X 04/12/20,0
Micronesia (Federated States of) X 04/13/20,0
Micronesia (Federated States of) X 04/14/20,0
Micronesia (Federated States of) X 04/15/20,0
Micronesia (Federated States of) X 04/16/20,0
Micronesia (Federated States of) X 04/17/20,0
Micronesia (Federated States of) X 04/18/20,0
Micronesia (Federated States of) X 04/19/20,0
Micronesia (Federated States of) X 04/20/20,0
Micronesia (Federated States of) X 04/21/20,0
Micronesia (Federated States of) X 04/22/20,0
Micronesia (Federated States of) X 04/23/20,0
Micronesia (Federated States of) X 04/24/20,0
Micronesia (Federated States of) X 04/25/20,0
Micronesia (Federated States of) X 04/26/20,0
Micronesia (Federated States of) X 04/27/20,0
Micronesia (Federated States of) X 04/28/20,0
Micronesia (Federated States of) X 04/29/20,0
Micronesia (Federated States of) X 04/30/20,0
Micronesia (Federated States of) X 05/01/20,0
Micronesia (Federated States of) X 05/02/20,0
Micronesia (Federated States of) X 05/03/20,0
Micronesia (Federated States of) X 05/04/20,0
Micronesia (Federated States of) X 05/05/20,0
Micronesia (Federated States of) X 05/06/20,0
Micronesia (Federated States of) X 05/07/20,0
Micronesia (Federated States of) X 05/08/20,0
Micronesia (Federated States of) X 05/09/20,0
Micronesia (Federated States of) X 05/10/20,0
Micronesia (Federated States of) X 05/11/20,0
Micronesia (Federated States of) X 05/12/20,0
Micronesia (Federated States of) X 05/13/20,0
Micronesia (Federated States of) X 05/14/20,0
Micronesia (Federated States of) X 05/15/20,0
Micronesia (Federated States of) X 05/16/20,0
Micronesia (Federated States of) X 05/17/20,0
Micronesia (Federated States of) X 05/18/20,0
Micronesia (Federated States of) X 05/19/20,0
Micronesia (Federated States of) X 05/20/20,0
Micronesia (Federated States of) X 05/21/20,0
Micronesia (Federated States of) X 05/22/20,0
Micronesia (Federated States of) X 05/23/20,0
Micronesia (Federated States of) X 05/24/20,0
Micronesia (Federated States of) X 05/25/20,0
Micronesia (Federated States of) X 05/26/20,0
Micronesia (Federated States of) X 05/27/20,0
Micronesia (Federated States of) X 05/28/20,0
Micronesia (Federated States of) X 05/29/20,0
Micronesia (Federated States of) X 05/30/20,0
Micronesia (Federated States of) X 05/31/20,0
Micronesia (Federated States of) X 06/01/20,0
Micronesia (Federated States of) X 06/02/20,0
Micronesia (Federated States of) X 06/03/20,0
Micronesia (Federated States of) X 06/04/20,0
Micronesia (Federated States of) X 06/05/20,0
Micronesia (Federated States of) X 06/06/20,0
Micronesia (Federated States of) X 06/07/20,0
Monaco X 03/06/20,0
Monaco X 03/07/20,0
Monaco X 03/08/20,0
Monaco X 03/09/20,0
Monaco X 03/10/20,0
Monaco X 03/11/20,0
Monaco X 03/12/20,0
Monaco X 03/13/20,0
Monaco X 03/14/20,0
Monaco X 03/15/20,0
Monaco X 03/16/20,0
Monaco X 03/17/20,0
Monaco X 03/18/20,0
Monaco X 03/19/20,0
Monaco X 03/20/20,0
Monaco X 03/21/20,0
Monaco X 03/22/20,0
Monaco X 03/23/20,0
Monaco X 03/24/20,0
Monaco X 03/25/20,0
Monaco X 03/26/20,0
Monaco X 03/27/20,0
Monaco X 03/28/20,0
Monaco X 03/29/20,0
Monaco X 03/30/20,1
Monaco X 03/31/20,2
Monaco X 04/01/20,1
Monaco X 04/02/20,2
Monaco X 04/03/20,1
Monaco X 04/04/20,1
Monaco X 04/05/20,1
Monaco X 04/06/20,1
Monaco X 04/07/20,1
Monaco X 04/08/20,1
Monaco X 04/09/20,1
Monaco X 04/10/20,1
Monaco X 04/11/20,1
Monaco X 04/12/20,1
Monaco X 04/13/20,1
Monaco X 04/14/20,1
Monaco X 04/15/20,1
Monaco X 04/16/20,3
Monaco X 04/17/20,4
Monaco X 04/18/20,3
Monaco X 04/19/20,4
Monaco X 04/20/20,3
Monaco X 04/21/20,3
Monaco X 04/22/20,3
Monaco X 04/23/20,3
Monaco X 04/24/20,4
Monaco X 04/25/20,5
Monaco X 04/26/20,5
Monaco X 04/27/20,5
Monaco X 04/28/20,4
Monaco X 04/29/20,4
Monaco X 04/30/20,4
Monaco X 05/01/20,4
Monaco X 05/02/20,4
Monaco X 05/03/20,4
Monaco X 05/04/20,4
Monaco X 05/05/20,4
Monaco X 05/06/20,4
Monaco X 05/07/20,4
Monaco X 05/08/20,4
Monaco X 05/09/20,4
Monaco X 05/10/20,4
Monaco X 05/11/20,4
Monaco X 05/12/20,4
Monaco X 05/13/20,5
Monaco X 05/14/20,5
Monaco X 05/15/20,5
Monaco X 05/16/20,5
Monaco X 05/17/20,5
Monaco X 05/18/20,5
Monaco X 05/19/20,5
Monaco X 05/20/20,5
Monaco X 05/21/20,4
Monaco X 05/22/20,4
Monaco X 05/23/20,4
Monaco X 05/24/20,5
Monaco X 05/25/20,5
Monaco X 05/26/20,5
Monaco X 05/27/20,5
Monaco X 05/28/20,5
Monaco X 05/29/20,5
Monaco X 05/30/20,5
Monaco X 05/31/20,5
Monaco X 06/01/20,5
Monaco X 06/02/20,5
Monaco X 06/03/20,5
Monaco X 06/04/20,5
Monaco X 06/05/20,5
Monaco X 06/06/20,5
Monaco X 06/07/20,5
Mongolia X 03/06/20,0
Mongolia X 03/07/20,0
Mongolia X 03/08/20,0
Mongolia X 03/09/20,0
Mongolia X 03/10/20,0
Mongolia X 03/11/20,0
Mongolia X 03/12/20,0
Mongolia X 03/13/20,0
Mongolia X 03/14/20,0
Mongolia X 03/15/20,0
Mongolia X 03/16/20,0
Mongolia X 03/17/20,0
Mongolia X 03/18/20,0
Mongolia X 03/19/20,0
Mongolia X 03/20/20,0
Mongolia X 03/21/20,0
Mongolia X 03/22/20,0
Mongolia X 03/23/20,0
Mongolia X 03/24/20,0
Mongolia X 03/25/20,0
Mongolia X 03/26/20,0
Mongolia X 03/27/20,0
Mongolia X 03/28/20,0
Mongolia X 03/29/20,0
Mongolia X 03/30/20,0
Mongolia X 03/31/20,0
Mongolia X 04/01/20,0
Mongolia X 04/02/20,0
Mongolia X 04/03/20,0
Mongolia X 04/04/20,0
Mongolia X 04/05/20,0
Mongolia X 04/06/20,0
Mongolia X 04/07/20,0
Mongolia X 04/08/20,0
Mongolia X 04/09/20,0
Mongolia X 04/10/20,0
Mongolia X 04/11/20,0
Mongolia X 04/12/20,0
Mongolia X 04/13/20,0
Mongolia X 04/14/20,0
Mongolia X 04/15/20,0
Mongolia X 04/16/20,0
Mongolia X 04/17/20,0
Mongolia X 04/18/20,0
Mongolia X 04/19/20,0
Mongolia X 04/20/20,0
Mongolia X 04/21/20,0
Mongolia X 04/22/20,0
Mongolia X 04/23/20,0
Mongolia X 04/24/20,0
Mongolia X 04/25/20,0
Mongolia X 04/26/20,0
Mongolia X 04/27/20,0
Mongolia X 04/28/20,0
Mongolia X 04/29/20,0
Mongolia X 04/30/20,0
Mongolia X 05/01/20,0
Mongolia X 05/02/20,0
Mongolia X 05/03/20,0
Mongolia X 05/04/20,0
Mongolia X 05/05/20,0
Mongolia X 05/06/20,0
Mongolia X 05/07/20,0
Mongolia X 05/08/20,0
Mongolia X 05/09/20,0
Mongolia X 05/10/20,0
Mongolia X 05/11/20,0
Mongolia X 05/12/20,0
Mongolia X 05/13/20,0
Mongolia X 05/14/20,0
Mongolia X 05/15/20,0
Mongolia X 05/16/20,0
Mongolia X 05/17/20,0
Mongolia X 05/18/20,0
Mongolia X 05/19/20,0
Mongolia X 05/20/20,0
Mongolia X 05/21/20,0
Mongolia X 05/22/20,0
Mongolia X 05/23/20,0
Mongolia X 05/24/20,0
Mongolia X 05/25/20,0
Mongolia X 05/26/20,0
Mongolia X 05/27/20,0
Mongolia X 05/28/20,0
Mongolia X 05/29/20,0
Mongolia X 05/30/20,0
Mongolia X 05/31/20,0
Mongolia X 06/01/20,0
Mongolia X 06/02/20,0
Mongolia X 06/03/20,0
Mongolia X 06/04/20,0
Mongolia X 06/05/20,0
Mongolia X 06/06/20,0
Mongolia X 06/07/20,0
Montenegro X 03/06/20,0
Montenegro X 03/07/20,0
Montenegro X 03/08/20,0
Montenegro X 03/09/20,0
Montenegro X 03/10/20,0
Montenegro X 03/11/20,0
Montenegro X 03/12/20,0
Montenegro X 03/13/20,0
Montenegro X 03/14/20,0
Montenegro X 03/15/20,0
Montenegro X 03/16/20,0
Montenegro X 03/17/20,0
Montenegro X 03/18/20,0
Montenegro X 03/19/20,0
Montenegro X 03/20/20,0
Montenegro X 03/21/20,0
Montenegro X 03/22/20,0
Montenegro X 03/23/20,0
Montenegro X 03/24/20,1
Montenegro X 03/25/20,1
Montenegro X 03/26/20,1
Montenegro X 03/27/20,1
Montenegro X 03/28/20,1
Montenegro X 03/29/20,1
Montenegro X 03/30/20,1
Montenegro X 03/31/20,1
Montenegro X 04/01/20,2
Montenegro X 04/02/20,2
Montenegro X 04/03/20,2
Montenegro X 04/04/20,2
Montenegro X 04/05/20,2
Montenegro X 04/06/20,2
Montenegro X 04/07/20,2
Montenegro X 04/08/20,2
Montenegro X 04/09/20,2
Montenegro X 04/10/20,2
Montenegro X 04/11/20,2
Montenegro X 04/12/20,2
Montenegro X 04/13/20,3
Montenegro X 04/14/20,3
Montenegro X 04/15/20,4
Montenegro X 04/16/20,4
Montenegro X 04/17/20,4
Montenegro X 04/18/20,5
Montenegro X 04/19/20,5
Montenegro X 04/20/20,6
Montenegro X 04/21/20,6
Montenegro X 04/22/20,6
Montenegro X 04/23/20,5
Montenegro X 04/24/20,5
Montenegro X 04/25/20,6
Montenegro X 04/26/20,6
Montenegro X 04/27/20,7
Montenegro X 04/28/20,8
Montenegro X 04/29/20,8
Montenegro X 04/30/20,8
Montenegro X 05/01/20,7
Montenegro X 05/02/20,7
Montenegro X 05/03/20,8
Montenegro X 05/04/20,8
Montenegro X 05/05/20,8
Montenegro X 05/06/20,8
Montenegro X 05/07/20,8
Montenegro X 05/08/20,8
Montenegro X 05/09/20,9
Montenegro X 05/10/20,9
Montenegro X 05/11/20,9
Montenegro X 05/12/20,9
Montenegro X 05/13/20,9
Montenegro X 05/14/20,9
Montenegro X 05/15/20,9
Montenegro X 05/16/20,9
Montenegro X 05/17/20,9
Montenegro X 05/18/20,9
Montenegro X 05/19/20,9
Montenegro X 05/20/20,9
Montenegro X 05/21/20,9
Montenegro X 05/22/20,10
Montenegro X 05/23/20,10
Montenegro X 05/24/20,10
Montenegro X 05/25/20,10
Montenegro X 05/26/20,10
Montenegro X 05/27/20,10
Montenegro X 05/28/20,10
Montenegro X 05/29/20,10
Montenegro X 05/30/20,10
Montenegro X 05/31/20,10
Montenegro X 06/01/20,10
Montenegro X 06/02/20,10
Montenegro X 06/03/20,10
Montenegro X 06/04/20,10
Montenegro X 06/05/20,10
Montenegro X 06/06/20,10
Montenegro X 06/07/20,11
Montserrat X 03/06/20,0
Montserrat X 03/07/20,0
Montserrat X 03/08/20,0
Montserrat X 03/09/20,0
Montserrat X 03/10/20,0
Montserrat X 03/11/20,0
Montserrat X 03/12/20,0
Montserrat X 03/13/20,0
Montserrat X 03/14/20,0
Montserrat X 03/15/20,0
Montserrat X 03/16/20,0
Montserrat X 03/17/20,0
Montserrat X 03/18/20,0
Montserrat X 03/19/20,0
Montserrat X 03/20/20,0
Montserrat X 03/21/20,0
Montserrat X 03/22/20,0
Montserrat X 03/23/20,0
Montserrat X 03/24/20,0
Montserrat X 03/25/20,0
Montserrat X 03/26/20,0
Montserrat X 03/27/20,0
Montserrat X 03/28/20,0
Montserrat X 03/29/20,0
Montserrat X 03/30/20,0
Montserrat X 03/31/20,0
Montserrat X 04/01/20,0
Montserrat X 04/02/20,0
Montserrat X 04/03/20,0
Montserrat X 04/04/20,0
Montserrat X 04/05/20,0
Montserrat X 04/06/20,0
Montserrat X 04/07/20,0
Montserrat X 04/08/20,0
Montserrat X 04/09/20,0
Montserrat X 04/10/20,0
Montserrat X 04/11/20,0
Montserrat X 04/12/20,0
Montserrat X 04/13/20,0
Montserrat X 04/14/20,0
Montserrat X 04/15/20,0
Montserrat X 04/16/20,0
Montserrat X 04/17/20,0
Montserrat X 04/18/20,0
Montserrat X 04/19/20,0
Montserrat X 04/20/20,0
Montserrat X 04/21/20,0
Montserrat X 04/22/20,0
Montserrat X 04/23/20,0
Montserrat X 04/24/20,0
Montserrat X 04/25/20,2
Montserrat X 04/26/20,2
Montserrat X 04/27/20,1
Montserrat X 04/28/20,1
Montserrat X 04/29/20,1
Montserrat X 04/30/20,1
Montserrat X 05/01/20,1
Montserrat X 05/02/20,1
Montserrat X 05/03/20,1
Montserrat X 05/04/20,1
Montserrat X 05/05/20,1
Montserrat X 05/06/20,1
Montserrat X 05/07/20,1
Montserrat X 05/08/20,1
Montserrat X 05/09/20,1
Montserrat X 05/10/20,1
Montserrat X 05/11/20,1
Montserrat X 05/12/20,1
Montserrat X 05/13/20,1
Montserrat X 05/14/20,1
Montserrat X 05/15/20,1
Montserrat X 05/16/20,1
Montserrat X 05/17/20,1
Montserrat X 05/18/20,1
Montserrat X 05/19/20,1
Montserrat X 05/20/20,1
Montserrat X 05/21/20,1
Montserrat X 05/22/20,3
Montserrat X 05/23/20,3
Montserrat X 05/24/20,3
Montserrat X 05/25/20,3
Montserrat X 05/26/20,3
Montserrat X 05/27/20,3
Montserrat X 05/28/20,3
Montserrat X 05/29/20,3
Montserrat X 05/30/20,3
Montserrat X 05/31/20,3
Montserrat X 06/01/20,3
Montserrat X 06/02/20,3
Montserrat X 06/03/20,3
Montserrat X 06/04/20,3
Montserrat X 06/05/20,3
Montserrat X 06/06/20,3
Montserrat X 06/07/20,3
Morocco X 03/06/20,0
Morocco X 03/07/20,0
Morocco X 03/08/20,0
Morocco X 03/09/20,0
Morocco X 03/10/20,0
Morocco X 03/11/20,2
Morocco X 03/12/20,2
Morocco X 03/13/20,2
Morocco X 03/14/20,2
Morocco X 03/15/20,2
Morocco X 03/16/20,2
Morocco X 03/17/20,2
Morocco X 03/18/20,3
Morocco X 03/19/20,3
Morocco X 03/20/20,3
Morocco X 03/21/20,4
Morocco X 03/22/20,4
Morocco X 03/23/20,5
Morocco X 03/24/20,5
Morocco X 03/25/20,6
Morocco X 03/26/20,7
Morocco X 03/27/20,14
Morocco X 03/28/20,29
Morocco X 03/29/20,29
Morocco X 03/30/20,29
Morocco X 03/31/20,38
Morocco X 04/01/20,40
Morocco X 04/02/20,43
Morocco X 04/03/20,48
Morocco X 04/04/20,52
Morocco X 04/05/20,65
Morocco X 04/06/20,78
Morocco X 04/07/20,89
Morocco X 04/08/20,99
Morocco X 04/09/20,100
Morocco X 04/10/20,103
Morocco X 04/11/20,114
Morocco X 04/12/20,117
Morocco X 04/13/20,124
Morocco X 04/14/20,133
Morocco X 04/15/20,130
Morocco X 04/16/20,131
Morocco X 04/17/20,134
Morocco X 04/18/20,139
Morocco X 04/19/20,141
Morocco X 04/20/20,145
Morocco X 04/21/20,146
Morocco X 04/22/20,148
Morocco X 04/23/20,153
Morocco X 04/24/20,160
Morocco X 04/25/20,162
Morocco X 04/26/20,162
Morocco X 04/27/20,164
Morocco X 04/28/20,164
Morocco X 04/29/20,168
Morocco X 04/30/20,171
Morocco X 05/01/20,173
Morocco X 05/02/20,174
Morocco X 05/03/20,176
Morocco X 05/04/20,176
Morocco X 05/05/20,183
Morocco X 05/06/20,183
Morocco X 05/07/20,185
Morocco X 05/08/20,187
Morocco X 05/09/20,189
Morocco X 05/10/20,191
Morocco X 05/11/20,193
Morocco X 05/12/20,195
Morocco X 05/13/20,196
Morocco X 05/14/20,198
Morocco X 05/15/20,200
Morocco X 05/16/20,202
Morocco X 05/17/20,204
Morocco X 05/18/20,205
Morocco X 05/19/20,207
Morocco X 05/20/20,209
Morocco X 05/21/20,212
Morocco X 05/22/20,219
Morocco X 05/23/20,222
Morocco X 05/24/20,223
Morocco X 05/25/20,228
Morocco X 05/26/20,230
Morocco X 05/27/20,233
Morocco X 05/28/20,236
Morocco X 05/29/20,239
Morocco X 05/30/20,246
Morocco X 05/31/20,252
Morocco X 06/01/20,257
Morocco X 06/02/20,264
Morocco X 06/03/20,266
Morocco X 06/04/20,269
Morocco X 06/05/20,274
Morocco X 06/06/20,277
Morocco X 06/07/20,281
Mozambique X 03/06/20,0
Mozambique X 03/07/20,0
Mozambique X 03/08/20,0
Mozambique X 03/09/20,0
Mozambique X 03/10/20,0
Mozambique X 03/11/20,0
Mozambique X 03/12/20,0
Mozambique X 03/13/20,0
Mozambique X 03/14/20,0
Mozambique X 03/15/20,0
Mozambique X 03/16/20,0
Mozambique X 03/17/20,0
Mozambique X 03/18/20,0
Mozambique X 03/19/20,0
Mozambique X 03/20/20,0
Mozambique X 03/21/20,0
Mozambique X 03/22/20,0
Mozambique X 03/23/20,0
Mozambique X 03/24/20,0
Mozambique X 03/25/20,0
Mozambique X 03/26/20,0
Mozambique X 03/27/20,0
Mozambique X 03/28/20,0
Mozambique X 03/29/20,0
Mozambique X 03/30/20,0
Mozambique X 03/31/20,0
Mozambique X 04/01/20,0
Mozambique X 04/02/20,0
Mozambique X 04/03/20,0
Mozambique X 04/04/20,0
Mozambique X 04/05/20,0
Mozambique X 04/06/20,0
Mozambique X 04/07/20,0
Mozambique X 04/08/20,0
Mozambique X 04/09/20,0
Mozambique X 04/10/20,0
Mozambique X 04/11/20,0
Mozambique X 04/12/20,0
Mozambique X 04/13/20,0
Mozambique X 04/14/20,0
Mozambique X 04/15/20,0
Mozambique X 04/16/20,0
Mozambique X 04/17/20,0
Mozambique X 04/18/20,0
Mozambique X 04/19/20,0
Mozambique X 04/20/20,0
Mozambique X 04/21/20,0
Mozambique X 04/22/20,0
Mozambique X 04/23/20,0
Mozambique X 04/24/20,0
Mozambique X 04/25/20,0
Mozambique X 04/26/20,0
Mozambique X 04/27/20,0
Mozambique X 04/28/20,0
Mozambique X 04/29/20,0
