Territory X Date,target,cases,Territory,Date
New Caledonia X 4/7/20,0,18,New Caledonia,4/7/20
New Caledonia X 4/8/20,0,18,New Caledonia,4/8/20
New Caledonia X 4/9/20,0,18,New Caledonia,4/9/20
New Caledonia X 4/10/20,0,18,New Caledonia,4/10/20
New Caledonia X 4/11/20,0,18,New Caledonia,4/11/20
New Caledonia X 4/12/20,0,18,New Caledonia,4/12/20
New Caledonia X 4/13/20,0,18,New Caledonia,4/13/20
New Caledonia X 4/14/20,0,18,New Caledonia,4/14/20
New Caledonia X 4/15/20,0,18,New Caledonia,4/15/20
New Caledonia X 4/16/20,0,18,New Caledonia,4/16/20
New Caledonia X 4/17/20,0,18,New Caledonia,4/17/20
New Caledonia X 4/18/20,0,18,New Caledonia,4/18/20
New Caledonia X 4/19/20,0,18,New Caledonia,4/19/20
New Caledonia X 4/20/20,0,18,New Caledonia,4/20/20
New Caledonia X 4/21/20,0,18,New Caledonia,4/21/20
New Caledonia X 4/22/20,0,18,New Caledonia,4/22/20
New Caledonia X 4/23/20,0,18,New Caledonia,4/23/20
New Caledonia X 4/24/20,0,18,New Caledonia,4/24/20
New Caledonia X 4/25/20,0,18,New Caledonia,4/25/20
New Caledonia X 4/26/20,0,18,New Caledonia,4/26/20
New Caledonia X 4/27/20,0,18,New Caledonia,4/27/20
New Caledonia X 4/28/20,0,18,New Caledonia,4/28/20
New Caledonia X 4/29/20,0,18,New Caledonia,4/29/20
New Caledonia X 4/30/20,0,18,New Caledonia,4/30/20
New Caledonia X 5/1/20,0,18,New Caledonia,5/1/20
New Caledonia X 5/2/20,0,18,New Caledonia,5/2/20
New Caledonia X 5/3/20,0,18,New Caledonia,5/3/20
New Caledonia X 5/4/20,0,18,New Caledonia,5/4/20
New Caledonia X 5/5/20,0,18,New Caledonia,5/5/20
New Caledonia X 5/6/20,0,18,New Caledonia,5/6/20
New Zealand X 1/22/20,0,0,New Zealand,1/22/20
New Zealand X 1/23/20,0,0,New Zealand,1/23/20
New Zealand X 1/24/20,0,0,New Zealand,1/24/20
New Zealand X 1/25/20,0,0,New Zealand,1/25/20
New Zealand X 1/26/20,0,0,New Zealand,1/26/20
New Zealand X 1/27/20,0,0,New Zealand,1/27/20
New Zealand X 1/28/20,0,0,New Zealand,1/28/20
New Zealand X 1/29/20,0,0,New Zealand,1/29/20
New Zealand X 1/30/20,0,0,New Zealand,1/30/20
New Zealand X 1/31/20,0,0,New Zealand,1/31/20
New Zealand X 2/1/20,0,0,New Zealand,2/1/20
New Zealand X 2/2/20,0,0,New Zealand,2/2/20
New Zealand X 2/3/20,0,0,New Zealand,2/3/20
New Zealand X 2/4/20,0,0,New Zealand,2/4/20
New Zealand X 2/5/20,0,0,New Zealand,2/5/20
New Zealand X 2/6/20,0,0,New Zealand,2/6/20
New Zealand X 2/7/20,0,0,New Zealand,2/7/20
New Zealand X 2/8/20,0,0,New Zealand,2/8/20
New Zealand X 2/9/20,0,0,New Zealand,2/9/20
New Zealand X 2/10/20,0,0,New Zealand,2/10/20
New Zealand X 2/11/20,0,0,New Zealand,2/11/20
New Zealand X 2/12/20,0,0,New Zealand,2/12/20
New Zealand X 2/13/20,0,0,New Zealand,2/13/20
New Zealand X 2/14/20,0,0,New Zealand,2/14/20
New Zealand X 2/15/20,0,0,New Zealand,2/15/20
New Zealand X 2/16/20,0,0,New Zealand,2/16/20
New Zealand X 2/17/20,0,0,New Zealand,2/17/20
New Zealand X 2/18/20,0,0,New Zealand,2/18/20
New Zealand X 2/19/20,0,0,New Zealand,2/19/20
New Zealand X 2/20/20,0,0,New Zealand,2/20/20
New Zealand X 2/21/20,0,0,New Zealand,2/21/20
New Zealand X 2/22/20,0,0,New Zealand,2/22/20
New Zealand X 2/23/20,0,0,New Zealand,2/23/20
New Zealand X 2/24/20,0,0,New Zealand,2/24/20
New Zealand X 2/25/20,0,0,New Zealand,2/25/20
New Zealand X 2/26/20,0,0,New Zealand,2/26/20
New Zealand X 2/27/20,0,0,New Zealand,2/27/20
New Zealand X 2/28/20,0,1,New Zealand,2/28/20
New Zealand X 2/29/20,0,1,New Zealand,2/29/20
New Zealand X 3/1/20,0,1,New Zealand,3/1/20
New Zealand X 3/2/20,0,1,New Zealand,3/2/20
New Zealand X 3/3/20,0,1,New Zealand,3/3/20
New Zealand X 3/4/20,0,3,New Zealand,3/4/20
New Zealand X 3/5/20,0,3,New Zealand,3/5/20
New Zealand X 3/6/20,0,4,New Zealand,3/6/20
New Zealand X 3/7/20,0,5,New Zealand,3/7/20
New Zealand X 3/8/20,0,5,New Zealand,3/8/20
New Zealand X 3/9/20,0,5,New Zealand,3/9/20
New Zealand X 3/10/20,0,5,New Zealand,3/10/20
New Zealand X 3/11/20,0,5,New Zealand,3/11/20
New Zealand X 3/12/20,0,5,New Zealand,3/12/20
New Zealand X 3/13/20,0,5,New Zealand,3/13/20
New Zealand X 3/14/20,0,6,New Zealand,3/14/20
New Zealand X 3/15/20,0,8,New Zealand,3/15/20
New Zealand X 3/16/20,0,8,New Zealand,3/16/20
New Zealand X 3/17/20,0,12,New Zealand,3/17/20
New Zealand X 3/18/20,0,20,New Zealand,3/18/20
New Zealand X 3/19/20,0,28,New Zealand,3/19/20
New Zealand X 3/20/20,0,39,New Zealand,3/20/20
New Zealand X 3/21/20,0,52,New Zealand,3/21/20
New Zealand X 3/22/20,0,102,New Zealand,3/22/20
New Zealand X 3/23/20,0,102,New Zealand,3/23/20
New Zealand X 3/24/20,0,155,New Zealand,3/24/20
New Zealand X 3/25/20,0,205,New Zealand,3/25/20
New Zealand X 3/26/20,0,283,New Zealand,3/26/20
New Zealand X 3/27/20,0,368,New Zealand,3/27/20
New Zealand X 3/28/20,0,451,New Zealand,3/28/20
New Zealand X 3/29/20,1,514,New Zealand,3/29/20
New Zealand X 3/30/20,1,589,New Zealand,3/30/20
New Zealand X 3/31/20,1,647,New Zealand,3/31/20
New Zealand X 4/1/20,1,708,New Zealand,4/1/20
New Zealand X 4/2/20,1,797,New Zealand,4/2/20
New Zealand X 4/3/20,1,868,New Zealand,4/3/20
New Zealand X 4/4/20,1,950,New Zealand,4/4/20
New Zealand X 4/5/20,1,1039,New Zealand,4/5/20
New Zealand X 4/6/20,1,1106,New Zealand,4/6/20
New Zealand X 4/7/20,1,1160,New Zealand,4/7/20
New Zealand X 4/8/20,1,1210,New Zealand,4/8/20
New Zealand X 4/9/20,1,1239,New Zealand,4/9/20
New Zealand X 4/10/20,2,1283,New Zealand,4/10/20
New Zealand X 4/11/20,4,1312,New Zealand,4/11/20
New Zealand X 4/12/20,4,1330,New Zealand,4/12/20
New Zealand X 4/13/20,5,1349,New Zealand,4/13/20
New Zealand X 4/14/20,9,1366,New Zealand,4/14/20
New Zealand X 4/15/20,9,1386,New Zealand,4/15/20
New Zealand X 4/16/20,9,1401,New Zealand,4/16/20
New Zealand X 4/17/20,11,1409,New Zealand,4/17/20
New Zealand X 4/18/20,11,1422,New Zealand,4/18/20
New Zealand X 4/19/20,12,1431,New Zealand,4/19/20
New Zealand X 4/20/20,12,1440,New Zealand,4/20/20
New Zealand X 4/21/20,13,1445,New Zealand,4/21/20
New Zealand X 4/22/20,14,1451,New Zealand,4/22/20
New Zealand X 4/23/20,17,1456,New Zealand,4/23/20
New Zealand X 4/24/20,18,1461,New Zealand,4/24/20
New Zealand X 4/25/20,18,1470,New Zealand,4/25/20
New Zealand X 4/26/20,19,1469,New Zealand,4/26/20
New Zealand X 4/27/20,19,1472,New Zealand,4/27/20
New Zealand X 4/28/20,19,1474,New Zealand,4/28/20
New Zealand X 4/29/20,19,1476,New Zealand,4/29/20
New Zealand X 4/30/20,19,1479,New Zealand,4/30/20
New Zealand X 5/1/20,20,1485,New Zealand,5/1/20
New Zealand X 5/2/20,20,1487,New Zealand,5/2/20
New Zealand X 5/3/20,20,1487,New Zealand,5/3/20
New Zealand X 5/4/20,20,1486,New Zealand,5/4/20
New Zealand X 5/5/20,21,1488,New Zealand,5/5/20
New Zealand X 5/6/20,21,1489,New Zealand,5/6/20
Nicaragua X 1/22/20,0,0,Nicaragua,1/22/20
Nicaragua X 1/23/20,0,0,Nicaragua,1/23/20
Nicaragua X 1/24/20,0,0,Nicaragua,1/24/20
Nicaragua X 1/25/20,0,0,Nicaragua,1/25/20
Nicaragua X 1/26/20,0,0,Nicaragua,1/26/20
Nicaragua X 1/27/20,0,0,Nicaragua,1/27/20
Nicaragua X 1/28/20,0,0,Nicaragua,1/28/20
Nicaragua X 1/29/20,0,0,Nicaragua,1/29/20
Nicaragua X 1/30/20,0,0,Nicaragua,1/30/20
Nicaragua X 1/31/20,0,0,Nicaragua,1/31/20
Nicaragua X 2/1/20,0,0,Nicaragua,2/1/20
Nicaragua X 2/2/20,0,0,Nicaragua,2/2/20
Nicaragua X 2/3/20,0,0,Nicaragua,2/3/20
Nicaragua X 2/4/20,0,0,Nicaragua,2/4/20
Nicaragua X 2/5/20,0,0,Nicaragua,2/5/20
Nicaragua X 2/6/20,0,0,Nicaragua,2/6/20
Nicaragua X 2/7/20,0,0,Nicaragua,2/7/20
Nicaragua X 2/8/20,0,0,Nicaragua,2/8/20
Nicaragua X 2/9/20,0,0,Nicaragua,2/9/20
Nicaragua X 2/10/20,0,0,Nicaragua,2/10/20
Nicaragua X 2/11/20,0,0,Nicaragua,2/11/20
Nicaragua X 2/12/20,0,0,Nicaragua,2/12/20
Nicaragua X 2/13/20,0,0,Nicaragua,2/13/20
Nicaragua X 2/14/20,0,0,Nicaragua,2/14/20
Nicaragua X 2/15/20,0,0,Nicaragua,2/15/20
Nicaragua X 2/16/20,0,0,Nicaragua,2/16/20
Nicaragua X 2/17/20,0,0,Nicaragua,2/17/20
Nicaragua X 2/18/20,0,0,Nicaragua,2/18/20
Nicaragua X 2/19/20,0,0,Nicaragua,2/19/20
Nicaragua X 2/20/20,0,0,Nicaragua,2/20/20
Nicaragua X 2/21/20,0,0,Nicaragua,2/21/20
Nicaragua X 2/22/20,0,0,Nicaragua,2/22/20
Nicaragua X 2/23/20,0,0,Nicaragua,2/23/20
Nicaragua X 2/24/20,0,0,Nicaragua,2/24/20
Nicaragua X 2/25/20,0,0,Nicaragua,2/25/20
Nicaragua X 2/26/20,0,0,Nicaragua,2/26/20
Nicaragua X 2/27/20,0,0,Nicaragua,2/27/20
Nicaragua X 2/28/20,0,0,Nicaragua,2/28/20
Nicaragua X 2/29/20,0,0,Nicaragua,2/29/20
Nicaragua X 3/1/20,0,0,Nicaragua,3/1/20
Nicaragua X 3/2/20,0,0,Nicaragua,3/2/20
Nicaragua X 3/3/20,0,0,Nicaragua,3/3/20
Nicaragua X 3/4/20,0,0,Nicaragua,3/4/20
Nicaragua X 3/5/20,0,0,Nicaragua,3/5/20
Nicaragua X 3/6/20,0,0,Nicaragua,3/6/20
Nicaragua X 3/7/20,0,0,Nicaragua,3/7/20
Nicaragua X 3/8/20,0,0,Nicaragua,3/8/20
Nicaragua X 3/9/20,0,0,Nicaragua,3/9/20
Nicaragua X 3/10/20,0,0,Nicaragua,3/10/20
Nicaragua X 3/11/20,0,0,Nicaragua,3/11/20
Nicaragua X 3/12/20,0,0,Nicaragua,3/12/20
Nicaragua X 3/13/20,0,0,Nicaragua,3/13/20
Nicaragua X 3/14/20,0,0,Nicaragua,3/14/20
Nicaragua X 3/15/20,0,0,Nicaragua,3/15/20
Nicaragua X 3/16/20,0,0,Nicaragua,3/16/20
Nicaragua X 3/17/20,0,0,Nicaragua,3/17/20
Nicaragua X 3/18/20,0,0,Nicaragua,3/18/20
Nicaragua X 3/19/20,0,1,Nicaragua,3/19/20
Nicaragua X 3/20/20,0,1,Nicaragua,3/20/20
Nicaragua X 3/21/20,0,2,Nicaragua,3/21/20
Nicaragua X 3/22/20,0,2,Nicaragua,3/22/20
Nicaragua X 3/23/20,0,2,Nicaragua,3/23/20
Nicaragua X 3/24/20,0,2,Nicaragua,3/24/20
Nicaragua X 3/25/20,0,2,Nicaragua,3/25/20
Nicaragua X 3/26/20,0,2,Nicaragua,3/26/20
Nicaragua X 3/27/20,1,2,Nicaragua,3/27/20
Nicaragua X 3/28/20,1,4,Nicaragua,3/28/20
Nicaragua X 3/29/20,1,4,Nicaragua,3/29/20
Nicaragua X 3/30/20,1,4,Nicaragua,3/30/20
Nicaragua X 3/31/20,1,5,Nicaragua,3/31/20
Nicaragua X 4/1/20,1,5,Nicaragua,4/1/20
Nicaragua X 4/2/20,1,5,Nicaragua,4/2/20
Nicaragua X 4/3/20,1,5,Nicaragua,4/3/20
Nicaragua X 4/4/20,1,5,Nicaragua,4/4/20
Nicaragua X 4/5/20,1,6,Nicaragua,4/5/20
Nicaragua X 4/6/20,1,6,Nicaragua,4/6/20
Nicaragua X 4/7/20,1,6,Nicaragua,4/7/20
Nicaragua X 4/8/20,1,6,Nicaragua,4/8/20
Nicaragua X 4/9/20,1,7,Nicaragua,4/9/20
Nicaragua X 4/10/20,1,7,Nicaragua,4/10/20
Nicaragua X 4/11/20,1,8,Nicaragua,4/11/20
Nicaragua X 4/12/20,1,9,Nicaragua,4/12/20
Nicaragua X 4/13/20,1,9,Nicaragua,4/13/20
Nicaragua X 4/14/20,1,9,Nicaragua,4/14/20
Nicaragua X 4/15/20,1,9,Nicaragua,4/15/20
Nicaragua X 4/16/20,1,9,Nicaragua,4/16/20
Nicaragua X 4/17/20,1,9,Nicaragua,4/17/20
Nicaragua X 4/18/20,2,9,Nicaragua,4/18/20
Nicaragua X 4/19/20,2,10,Nicaragua,4/19/20
Nicaragua X 4/20/20,2,10,Nicaragua,4/20/20
Nicaragua X 4/21/20,2,10,Nicaragua,4/21/20
Nicaragua X 4/22/20,2,10,Nicaragua,4/22/20
Nicaragua X 4/23/20,3,11,Nicaragua,4/23/20
Nicaragua X 4/24/20,3,11,Nicaragua,4/24/20
Nicaragua X 4/25/20,3,12,Nicaragua,4/25/20
Nicaragua X 4/26/20,3,13,Nicaragua,4/26/20
Nicaragua X 4/27/20,3,13,Nicaragua,4/27/20
Nicaragua X 4/28/20,3,13,Nicaragua,4/28/20
Nicaragua X 4/29/20,3,13,Nicaragua,4/29/20
Nicaragua X 4/30/20,3,14,Nicaragua,4/30/20
Nicaragua X 5/1/20,3,14,Nicaragua,5/1/20
Nicaragua X 5/2/20,3,14,Nicaragua,5/2/20
Nicaragua X 5/3/20,5,15,Nicaragua,5/3/20
Nicaragua X 5/4/20,5,15,Nicaragua,5/4/20
Nicaragua X 5/5/20,5,16,Nicaragua,5/5/20
Nicaragua X 5/6/20,5,16,Nicaragua,5/6/20
Niger (the) X 1/22/20,0,0,Niger (the),1/22/20
Niger (the) X 1/23/20,0,0,Niger (the),1/23/20
Niger (the) X 1/24/20,0,0,Niger (the),1/24/20
Niger (the) X 1/25/20,0,0,Niger (the),1/25/20
Niger (the) X 1/26/20,0,0,Niger (the),1/26/20
Niger (the) X 1/27/20,0,0,Niger (the),1/27/20
Niger (the) X 1/28/20,0,0,Niger (the),1/28/20
Niger (the) X 1/29/20,0,0,Niger (the),1/29/20
Niger (the) X 1/30/20,0,0,Niger (the),1/30/20
Niger (the) X 1/31/20,0,0,Niger (the),1/31/20
Niger (the) X 2/1/20,0,0,Niger (the),2/1/20
Niger (the) X 2/2/20,0,0,Niger (the),2/2/20
Niger (the) X 2/3/20,0,0,Niger (the),2/3/20
Niger (the) X 2/4/20,0,0,Niger (the),2/4/20
Niger (the) X 2/5/20,0,0,Niger (the),2/5/20
Niger (the) X 2/6/20,0,0,Niger (the),2/6/20
Niger (the) X 2/7/20,0,0,Niger (the),2/7/20
Niger (the) X 2/8/20,0,0,Niger (the),2/8/20
Niger (the) X 2/9/20,0,0,Niger (the),2/9/20
Niger (the) X 2/10/20,0,0,Niger (the),2/10/20
Niger (the) X 2/11/20,0,0,Niger (the),2/11/20
Niger (the) X 2/12/20,0,0,Niger (the),2/12/20
Niger (the) X 2/13/20,0,0,Niger (the),2/13/20
Niger (the) X 2/14/20,0,0,Niger (the),2/14/20
Niger (the) X 2/15/20,0,0,Niger (the),2/15/20
Niger (the) X 2/16/20,0,0,Niger (the),2/16/20
Niger (the) X 2/17/20,0,0,Niger (the),2/17/20
Niger (the) X 2/18/20,0,0,Niger (the),2/18/20
Niger (the) X 2/19/20,0,0,Niger (the),2/19/20
Niger (the) X 2/20/20,0,0,Niger (the),2/20/20
Niger (the) X 2/21/20,0,0,Niger (the),2/21/20
Niger (the) X 2/22/20,0,0,Niger (the),2/22/20
Niger (the) X 2/23/20,0,0,Niger (the),2/23/20
Niger (the) X 2/24/20,0,0,Niger (the),2/24/20
Niger (the) X 2/25/20,0,0,Niger (the),2/25/20
Niger (the) X 2/26/20,0,0,Niger (the),2/26/20
Niger (the) X 2/27/20,0,0,Niger (the),2/27/20
Niger (the) X 2/28/20,0,0,Niger (the),2/28/20
Niger (the) X 2/29/20,0,0,Niger (the),2/29/20
Niger (the) X 3/1/20,0,0,Niger (the),3/1/20
Niger (the) X 3/2/20,0,0,Niger (the),3/2/20
Niger (the) X 3/3/20,0,0,Niger (the),3/3/20
Niger (the) X 3/4/20,0,0,Niger (the),3/4/20
Niger (the) X 3/5/20,0,0,Niger (the),3/5/20
Niger (the) X 3/6/20,0,0,Niger (the),3/6/20
Niger (the) X 3/7/20,0,0,Niger (the),3/7/20
Niger (the) X 3/8/20,0,0,Niger (the),3/8/20
Niger (the) X 3/9/20,0,0,Niger (the),3/9/20
Niger (the) X 3/10/20,0,0,Niger (the),3/10/20
Niger (the) X 3/11/20,0,0,Niger (the),3/11/20
Niger (the) X 3/12/20,0,0,Niger (the),3/12/20
Niger (the) X 3/13/20,0,0,Niger (the),3/13/20
Niger (the) X 3/14/20,0,0,Niger (the),3/14/20
Niger (the) X 3/15/20,0,0,Niger (the),3/15/20
Niger (the) X 3/16/20,0,0,Niger (the),3/16/20
Niger (the) X 3/17/20,0,0,Niger (the),3/17/20
Niger (the) X 3/18/20,0,0,Niger (the),3/18/20
Niger (the) X 3/19/20,0,0,Niger (the),3/19/20
Niger (the) X 3/20/20,0,1,Niger (the),3/20/20
Niger (the) X 3/21/20,0,1,Niger (the),3/21/20
Niger (the) X 3/22/20,0,2,Niger (the),3/22/20
Niger (the) X 3/23/20,0,3,Niger (the),3/23/20
Niger (the) X 3/24/20,0,3,Niger (the),3/24/20
Niger (the) X 3/25/20,1,7,Niger (the),3/25/20
Niger (the) X 3/26/20,1,10,Niger (the),3/26/20
Niger (the) X 3/27/20,1,10,Niger (the),3/27/20
Niger (the) X 3/28/20,1,10,Niger (the),3/28/20
Niger (the) X 3/29/20,1,18,Niger (the),3/29/20
Niger (the) X 3/30/20,3,27,Niger (the),3/30/20
Niger (the) X 3/31/20,3,27,Niger (the),3/31/20
Niger (the) X 4/1/20,5,74,Niger (the),4/1/20
Niger (the) X 4/2/20,5,98,Niger (the),4/2/20
Niger (the) X 4/3/20,5,120,Niger (the),4/3/20
Niger (the) X 4/4/20,8,144,Niger (the),4/4/20
Niger (the) X 4/5/20,10,184,Niger (the),4/5/20
Niger (the) X 4/6/20,10,253,Niger (the),4/6/20
Niger (the) X 4/7/20,11,278,Niger (the),4/7/20
Niger (the) X 4/8/20,11,342,Niger (the),4/8/20
Niger (the) X 4/9/20,11,410,Niger (the),4/9/20
Niger (the) X 4/10/20,11,438,Niger (the),4/10/20
Niger (the) X 4/11/20,11,491,Niger (the),4/11/20
Niger (the) X 4/12/20,12,529,Niger (the),4/12/20
Niger (the) X 4/13/20,12,529,Niger (the),4/13/20
Niger (the) X 4/14/20,14,570,Niger (the),4/14/20
Niger (the) X 4/15/20,14,584,Niger (the),4/15/20
Niger (the) X 4/16/20,14,584,Niger (the),4/16/20
Niger (the) X 4/17/20,18,627,Niger (the),4/17/20
Niger (the) X 4/18/20,19,639,Niger (the),4/18/20
Niger (the) X 4/19/20,20,648,Niger (the),4/19/20
Niger (the) X 4/20/20,20,648,Niger (the),4/20/20
Niger (the) X 4/21/20,20,657,Niger (the),4/21/20
Niger (the) X 4/22/20,22,662,Niger (the),4/22/20
Niger (the) X 4/23/20,24,671,Niger (the),4/23/20
Niger (the) X 4/24/20,24,681,Niger (the),4/24/20
Niger (the) X 4/25/20,27,684,Niger (the),4/25/20
Niger (the) X 4/26/20,29,696,Niger (the),4/26/20
Niger (the) X 4/27/20,29,701,Niger (the),4/27/20
Niger (the) X 4/28/20,31,709,Niger (the),4/28/20
Niger (the) X 4/29/20,32,713,Niger (the),4/29/20
Niger (the) X 4/30/20,32,719,Niger (the),4/30/20
Niger (the) X 5/1/20,33,728,Niger (the),5/1/20
Niger (the) X 5/2/20,35,736,Niger (the),5/2/20
Niger (the) X 5/3/20,36,750,Niger (the),5/3/20
Niger (the) X 5/4/20,37,755,Niger (the),5/4/20
Niger (the) X 5/5/20,38,763,Niger (the),5/5/20
Niger (the) X 5/6/20,38,770,Niger (the),5/6/20
Nigeria X 1/22/20,0,0,Nigeria,1/22/20
Nigeria X 1/23/20,0,0,Nigeria,1/23/20
Nigeria X 1/24/20,0,0,Nigeria,1/24/20
Nigeria X 1/25/20,0,0,Nigeria,1/25/20
Nigeria X 1/26/20,0,0,Nigeria,1/26/20
Nigeria X 1/27/20,0,0,Nigeria,1/27/20
Nigeria X 1/28/20,0,0,Nigeria,1/28/20
Nigeria X 1/29/20,0,0,Nigeria,1/29/20
Nigeria X 1/30/20,0,0,Nigeria,1/30/20
Nigeria X 1/31/20,0,0,Nigeria,1/31/20
Nigeria X 2/1/20,0,0,Nigeria,2/1/20
Nigeria X 2/2/20,0,0,Nigeria,2/2/20
Nigeria X 2/3/20,0,0,Nigeria,2/3/20
Nigeria X 2/4/20,0,0,Nigeria,2/4/20
Nigeria X 2/5/20,0,0,Nigeria,2/5/20
Nigeria X 2/6/20,0,0,Nigeria,2/6/20
Nigeria X 2/7/20,0,0,Nigeria,2/7/20
Nigeria X 2/8/20,0,0,Nigeria,2/8/20
Nigeria X 2/9/20,0,0,Nigeria,2/9/20
Nigeria X 2/10/20,0,0,Nigeria,2/10/20
Nigeria X 2/11/20,0,0,Nigeria,2/11/20
Nigeria X 2/12/20,0,0,Nigeria,2/12/20
Nigeria X 2/13/20,0,0,Nigeria,2/13/20
Nigeria X 2/14/20,0,0,Nigeria,2/14/20
Nigeria X 2/15/20,0,0,Nigeria,2/15/20
Nigeria X 2/16/20,0,0,Nigeria,2/16/20
Nigeria X 2/17/20,0,0,Nigeria,2/17/20
Nigeria X 2/18/20,0,0,Nigeria,2/18/20
Nigeria X 2/19/20,0,0,Nigeria,2/19/20
Nigeria X 2/20/20,0,0,Nigeria,2/20/20
Nigeria X 2/21/20,0,0,Nigeria,2/21/20
Nigeria X 2/22/20,0,0,Nigeria,2/22/20
Nigeria X 2/23/20,0,0,Nigeria,2/23/20
Nigeria X 2/24/20,0,0,Nigeria,2/24/20
Nigeria X 2/25/20,0,0,Nigeria,2/25/20
Nigeria X 2/26/20,0,0,Nigeria,2/26/20
Nigeria X 2/27/20,0,0,Nigeria,2/27/20
Nigeria X 2/28/20,0,1,Nigeria,2/28/20
Nigeria X 2/29/20,0,1,Nigeria,2/29/20
Nigeria X 3/1/20,0,1,Nigeria,3/1/20
Nigeria X 3/2/20,0,1,Nigeria,3/2/20
Nigeria X 3/3/20,0,1,Nigeria,3/3/20
Nigeria X 3/4/20,0,1,Nigeria,3/4/20
Nigeria X 3/5/20,0,1,Nigeria,3/5/20
Nigeria X 3/6/20,0,1,Nigeria,3/6/20
Nigeria X 3/7/20,0,1,Nigeria,3/7/20
Nigeria X 3/8/20,0,1,Nigeria,3/8/20
Nigeria X 3/9/20,0,2,Nigeria,3/9/20
Nigeria X 3/10/20,0,2,Nigeria,3/10/20
Nigeria X 3/11/20,0,2,Nigeria,3/11/20
Nigeria X 3/12/20,0,2,Nigeria,3/12/20
Nigeria X 3/13/20,0,2,Nigeria,3/13/20
Nigeria X 3/14/20,0,2,Nigeria,3/14/20
Nigeria X 3/15/20,0,2,Nigeria,3/15/20
Nigeria X 3/16/20,0,2,Nigeria,3/16/20
Nigeria X 3/17/20,0,3,Nigeria,3/17/20
Nigeria X 3/18/20,0,8,Nigeria,3/18/20
Nigeria X 3/19/20,0,8,Nigeria,3/19/20
Nigeria X 3/20/20,0,12,Nigeria,3/20/20
Nigeria X 3/21/20,0,22,Nigeria,3/21/20
Nigeria X 3/22/20,0,30,Nigeria,3/22/20
Nigeria X 3/23/20,1,40,Nigeria,3/23/20
Nigeria X 3/24/20,1,44,Nigeria,3/24/20
Nigeria X 3/25/20,1,51,Nigeria,3/25/20
Nigeria X 3/26/20,1,65,Nigeria,3/26/20
Nigeria X 3/27/20,1,70,Nigeria,3/27/20
Nigeria X 3/28/20,1,89,Nigeria,3/28/20
Nigeria X 3/29/20,1,111,Nigeria,3/29/20
Nigeria X 3/30/20,2,131,Nigeria,3/30/20
Nigeria X 3/31/20,2,135,Nigeria,3/31/20
Nigeria X 4/1/20,2,174,Nigeria,4/1/20
Nigeria X 4/2/20,2,184,Nigeria,4/2/20
Nigeria X 4/3/20,4,210,Nigeria,4/3/20
Nigeria X 4/4/20,4,214,Nigeria,4/4/20
Nigeria X 4/5/20,5,232,Nigeria,4/5/20
Nigeria X 4/6/20,5,238,Nigeria,4/6/20
Nigeria X 4/7/20,6,254,Nigeria,4/7/20
Nigeria X 4/8/20,6,276,Nigeria,4/8/20
Nigeria X 4/9/20,7,288,Nigeria,4/9/20
Nigeria X 4/10/20,7,305,Nigeria,4/10/20
Nigeria X 4/11/20,10,318,Nigeria,4/11/20
Nigeria X 4/12/20,10,323,Nigeria,4/12/20
Nigeria X 4/13/20,10,343,Nigeria,4/13/20
Nigeria X 4/14/20,11,373,Nigeria,4/14/20
Nigeria X 4/15/20,12,407,Nigeria,4/15/20
Nigeria X 4/16/20,13,442,Nigeria,4/16/20
Nigeria X 4/17/20,17,493,Nigeria,4/17/20
Nigeria X 4/18/20,19,542,Nigeria,4/18/20
Nigeria X 4/19/20,21,627,Nigeria,4/19/20
Nigeria X 4/20/20,22,665,Nigeria,4/20/20
Nigeria X 4/21/20,22,665,Nigeria,4/21/20
Nigeria X 4/22/20,28,873,Nigeria,4/22/20
Nigeria X 4/23/20,31,981,Nigeria,4/23/20
Nigeria X 4/24/20,32,1095,Nigeria,4/24/20
Nigeria X 4/25/20,35,1182,Nigeria,4/25/20
Nigeria X 4/26/20,40,1273,Nigeria,4/26/20
Nigeria X 4/27/20,40,1337,Nigeria,4/27/20
Nigeria X 4/28/20,44,1532,Nigeria,4/28/20
Nigeria X 4/29/20,51,1728,Nigeria,4/29/20
Nigeria X 4/30/20,58,1932,Nigeria,4/30/20
Nigeria X 5/1/20,68,2170,Nigeria,5/1/20
Nigeria X 5/2/20,85,2388,Nigeria,5/2/20
Nigeria X 5/3/20,87,2558,Nigeria,5/3/20
Nigeria X 5/4/20,93,2802,Nigeria,5/4/20
Nigeria X 5/5/20,98,2950,Nigeria,5/5/20
Nigeria X 5/6/20,103,3145,Nigeria,5/6/20
North Macedonia X 1/22/20,0,0,North Macedonia,1/22/20
North Macedonia X 1/23/20,0,0,North Macedonia,1/23/20
North Macedonia X 1/24/20,0,0,North Macedonia,1/24/20
North Macedonia X 1/25/20,0,0,North Macedonia,1/25/20
North Macedonia X 1/26/20,0,0,North Macedonia,1/26/20
North Macedonia X 1/27/20,0,0,North Macedonia,1/27/20
North Macedonia X 1/28/20,0,0,North Macedonia,1/28/20
North Macedonia X 1/29/20,0,0,North Macedonia,1/29/20
North Macedonia X 1/30/20,0,0,North Macedonia,1/30/20
North Macedonia X 1/31/20,0,0,North Macedonia,1/31/20
North Macedonia X 2/1/20,0,0,North Macedonia,2/1/20
North Macedonia X 2/2/20,0,0,North Macedonia,2/2/20
